Price,Open,High,Low,Vol.,Change %
1669.66,1661.23,1670.34,1661.21,143610000.0,0.0066
1670.99,1663.85,1672.28,1662.83,117140000.0,0.0008
1669.5,1669.52,1671.46,1665.41,80520000.0,-0.0009
1664.72,1665.31,1666.69,1661.58,125470000.0,-0.0029
1664.96,1664.77,1671.07,1663.88,140320000.0,0.0001
1669.64,1667.63,1671.32,1666.21,120340000.0,0.0028000000000000004
1652.55,1667.23,1669.85,1652.55,176220000.0,-0.0102
1661.25,1658.36,1666.02,1658.02,158050000.0,0.0053
1662.92,1663.43,1664.25,1656.28,199370000.0,0.001
1666.73,1663.95,1668.32,1662.72,144550000.0,0.0023
1665.38,1668.94,1670.3,1661.59,112870000.0,-0.0008
1665.32,1665.28,1669.46,1663.25,85750000.0,0.0
1668.72,1664.89,1672.34,1664.79,146640000.0,0.002
1667.03,1665.48,1668.33,1663.78,119080000.0,-0.001
1665.02,1667.3,1669.34,1660.04,145790000.0,-0.0012
1658.97,1665.13,1665.13,1658.97,108770000.0,-0.0036
1653.71,1661.13,1661.13,1653.71,110330000.0,-0.0032
1667.57,1655.56,1667.57,1652.63,141110000.0,0.0084
1668.27,1667.25,1670.93,1664.91,97750000.0,0.0004
1667.18,1667.09,1671.49,1666.95,88350000.0,-0.0007000000000000001
1669.98,1668.03,1671.57,1663.97,161150000.0,0.0017000000000000001
1677.76,1668.77,1679.11,1667.55,115580000.0,0.004699999999999999
1677.43,1677.44,1679.0,1673.18,129190000.0,-0.0002
1673.92,1675.17,1677.5,1672.35,113030000.0,-0.0021
1669.03,1673.95,1674.2,1666.25,102300000.0,-0.0029
1670.27,1669.61,1671.72,1666.97,106840000.0,0.0007000000000000001
1672.46,1676.83,1676.83,1664.74,132930000.0,0.0013
1670.93,1673.56,1673.9,1670.88,97820000.0,-0.0009
1659.6,1669.81,1669.81,1656.5,130889999.99999999,-0.0068000000000000005
1648.08,1658.19,1661.65,1648.08,145780000.0,-0.0069
1648.24,1646.34,1651.32,1643.95,133419999.99999999,0.0001
1650.59,1643.45,1654.34,1643.07,115340000.0,0.0014000000000000002
1663.82,1653.44,1663.82,1653.0,129389999.99999999,0.008
1647.62,1664.12,1665.36,1640.34,176960000.0,-0.0097
1652.74,1652.37,1664.27,1652.37,168150000.0,0.0031
1634.19,1646.74,1646.74,1625.1,232340000.0,-0.011200000000000002
1616.64,1628.43,1629.05,1614.11,168180000.0,-0.010700000000000001
1630.56,1617.36,1635.04,1617.33,143470000.0,0.0086
1627.63,1633.03,1637.4,1624.31,158950000.0,-0.0018
1626.77,1627.37,1629.81,1620.94,116180000.0,-0.0005
1623.8,1624.16,1626.52,1617.7,113670000.0,-0.0018
1627.28,1621.42,1627.5,1621.42,89230000.0,0.0021
1629.32,1628.15,1632.71,1627.57,135870000.0,0.0013
1630.38,1631.3,1631.67,1622.49,122840000.0,0.0007000000000000001
1624.21,1629.37,1629.88,1623.61,86690000.0,-0.0038
1627.26,1625.19,1627.42,1623.35,80100000.0,0.0019
1628.66,1625.37,1630.63,1623.62,103870000.0,0.0009
1626.93,1629.97,1630.22,1625.39,139150000.0,-0.0011
1619.12,1627.57,1628.5,1616.08,327000000.0,-0.0048
1626.44,1621.1,1628.62,1619.99,145880000.0,0.0045000000000000005
1628.96,1627.51,1632.23,1626.38,118500000.0,0.0015
1624.97,1630.56,1631.41,1624.97,103440000.0,-0.0024
1629.73,1624.17,1629.73,1624.02,122160000.0,0.0029
1632.47,1633.15,1634.2,1627.86,109650000.0,0.0017000000000000001
1643.75,1639.39,1643.75,1636.09,126880000.0,0.0069
1641.42,1641.85,1641.85,1636.61,107010000.0,-0.0014000000000000002
1645.28,1651.45,1651.45,1641.93,154000000.0,0.0024
1643.29,1645.72,1646.88,1639.93,132460000.00000001,-0.0012
1636.99,1635.74,1638.79,1629.86,119980000.0,-0.0038
1637.79,1634.31,1637.79,1632.46,158010000.0,0.0005
1634.3,1631.73,1636.55,1630.34,88500000.0,-0.0021
1634.52,1633.56,1637.02,1632.48,88530000.0,0.0001
1629.59,1638.82,1639.49,1629.59,109400000.0,-0.003
1623.2,1629.03,1629.9,1622.59,80110000.0,-0.0039000000000000003
1617.15,1622.09,1623.93,1616.54,72510000.0,-0.0037
1619.68,1618.48,1622.66,1616.69,64590000.0,0.0016
1630.3,1620.89,1630.3,1619.09,99250000.0,0.0066
1637.93,1629.85,1640.53,1625.82,93610000.0,0.004699999999999999
1641.73,1637.45,1641.73,1630.03,138810000.0,0.0023
1635.53,1636.94,1637.56,1630.67,61040000.0,-0.0038
1647.47,1638.98,1647.47,1637.14,104290000.0,0.0073
1659.82,1647.99,1659.82,1647.99,115870000.0,0.0075
1675.49,1658.42,1675.49,1658.42,142600000.0,0.009399999999999999
1667.9,1675.33,1675.69,1667.9,85050000.0,-0.0045000000000000005
1672.05,1668.36,1673.57,1665.94,146550000.0,0.0025
1675.21,1672.8,1675.59,1671.23,111330000.0,0.0019
1677.76,1675.64,1682.74,1673.44,160390000.0,0.0015
1672.5,1677.68,1679.64,1672.5,131210000.00000001,-0.0031
1658.84,1672.02,1672.42,1658.84,121080000.0,-0.008199999999999999
1663.03,1660.3,1664.9,1659.01,100880000.0,0.0025
1665.02,1663.38,1670.59,1663.38,94640000.0,0.0012
1666.51,1666.9,1667.23,1658.36,112090000.0,0.0009
1664.89,1665.16,1667.92,1664.89,100090000.0,-0.001
1671.31,1665.92,1674.62,1664.35,118560000.0,0.0039000000000000003
1680.69,1674.37,1680.69,1670.53,154660000.0,0.005600000000000001
1683.93,1683.46,1684.79,1681.1,142500000.0,0.0019
1692.22,1684.85,1692.22,1684.13,137560000.0,0.0049
1686.36,1695.64,1695.72,1684.97,99130000.0,-0.0034999999999999996
1671.54,1686.45,1686.83,1671.54,129880000.0,-0.0088
1673.48,1670.4,1678.76,1667.68,168890000.0,0.0012
1685.01,1674.8,1685.01,1674.8,135240000.0,0.0069
1691.24,1686.07,1691.24,1684.63,114860000.0,0.0037
1688.84,1687.73,1690.91,1684.84,113210000.0,-0.0014000000000000002
1688.5,1687.14,1690.8,1686.03,151930000.0,-0.0002
1698.94,1699.73,1702.27,1695.37,175440000.0,0.0062
1710.24,1701.14,1710.41,1700.97,142250000.0,0.0067
1708.9,1709.97,1710.08,1703.59,152550000.0,-0.0008
1709.79,1708.09,1713.47,1707.24,154520000.0,0.0005
1707.59,1707.61,1709.36,1705.7,147910000.0,-0.0013
1707.68,1705.81,1711.75,1705.79,163060000.0,0.0001
1712.58,1706.17,1713.61,1706.17,112690000.0,0.0029
1706.55,1712.95,1719.76,1706.09,123780000.0,-0.0034999999999999996
1708.08,1708.69,1709.1,1704.42,166340000.0,0.0009
1704.48,1709.54,1710.07,1702.54,147790000.0,-0.0021
1698.35,1706.48,1707.31,1696.48,167860000.0,-0.0036
1693.84,1697.9,1705.49,1693.84,124300000.0,-0.0027
1693.77,1691.1,1697.25,1690.64,200370000.0,0.0
1697.69,1694.64,1701.13,1692.33,133210000.00000001,0.0023
1715.67,1701.14,1717.14,1701.14,171110000.0,0.0106
1708.38,1714.53,1716.03,1704.33,145920000.0,-0.0042
1727.36,1706.59,1727.36,1706.21,160450000.0,0.0111
1728.66,1727.65,1734.07,1725.02,152270000.0,0.0008
1725.54,1725.78,1730.16,1724.84,117750000.0,-0.0018
1717.42,1723.21,1724.4,1717.42,121770000.0,-0.004699999999999999
1717.58,1716.34,1718.02,1713.55,137480000.0,0.0001
1721.92,1716.75,1722.25,1715.35,121580000.0,0.0025
1722.47,1722.45,1727.39,1719.12,160940000.0,0.0003
1717.36,1717.17,1719.27,1713.92,105550000.0,-0.003
1737.14,1726.34,1738.02,1726.12,253790000.0,0.0115
1745.2,1742.38,1752.1,1739.65,352590000.0,0.0046
1749.41,1744.07,1755.26,1744.07,146570000.0,0.0024
1754.67,1749.42,1757.99,1748.82,174020000.0,0.003
1748.3,1747.75,1748.3,1738.4,174330000.0,-0.0036
1747.0,1750.66,1753.76,1747.0,217040000.0,-0.0007000000000000001
1745.75,1748.15,1749.61,1745.43,138120000.0,-0.0007000000000000001
1744.95,1745.08,1750.35,1744.33,112490000.0,-0.0005
1754.42,1750.6,1756.27,1748.65,137650000.0,0.0054
1750.41,1757.46,1759.76,1747.16,149200000.0,-0.0023
1749.25,1750.69,1751.07,1746.05,145100000.0,-0.0007000000000000001
1740.09,1746.96,1748.19,1740.09,149290000.0,-0.0052
1745.49,1742.38,1745.49,1737.77,110120000.0,0.0031
1747.19,1745.03,1747.19,1742.85,128590000.0,0.001
1744.67,1745.63,1747.01,1741.51,142090000.0,-0.0014000000000000002
1739.56,1744.81,1744.81,1738.83,137210000.0,-0.0029
1741.72,1740.82,1741.74,1736.21,177780000.0,0.0012
1739.52,1739.73,1741.68,1736.72,100880000.0,-0.0013
1735.84,1739.35,1740.13,1733.79,112140000.0,-0.0021
1744.08,1735.83,1744.08,1735.06,112460000.0,0.004699999999999999
1738.18,1743.34,1743.34,1735.69,140990000.0,-0.0034000000000000002
1730.99,1736.65,1736.88,1730.51,74190000.0,-0.0040999999999999995
1733.93,1731.13,1736.29,1729.13,84650000.0,0.0017000000000000001
1740.6,1735.55,1741.51,1735.31,129130000.0,0.0038
1738.95,1740.26,1741.47,1735.73,122550000.0,-0.0009
1741.61,1737.9,1743.56,1736.4,132120000.0,0.0015
1756.05,1742.23,1756.05,1742.23,147950000.0,0.0083
1765.8,1765.08,1765.94,1758.47,187370000.0,0.005600000000000001
1768.92,1767.78,1769.68,1764.62,179400000.0,0.0018
1767.92,1768.19,1770.9,1766.38,144910000.0,-0.0006
1768.06,1767.98,1772.21,1765.57,162820000.0,0.0001
1778.47,1769.16,1781.55,1769.16,175440000.0,0.0059
1772.51,1778.88,1784.79,1770.06,145640000.0,-0.0034000000000000002
1758.67,1767.93,1768.71,1754.23,125240000.0,-0.0078000000000000005
1762.74,1758.83,1763.92,1757.54,108910000.0,0.0023
1768.15,1765.05,1768.15,1763.29,82880000.0,0.0031
1766.56,1768.46,1770.43,1765.14,95760000.0,-0.0009
1775.39,1776.29,1780.49,1774.59,198640000.0,0.005
1775.87,1776.93,1778.64,1773.15,110810000.0,0.0003
1778.65,1775.4,1778.65,1771.87,113270000.0,0.0016
1778.15,1785.03,1787.54,1773.09,155830000.0,-0.0003
1775.65,1779.74,1779.94,1770.22,121240000.0,-0.0014000000000000002
1767.17,1765.38,1769.8,1762.04,124050000.0,-0.0048
1768.28,1768.4,1771.5,1767.89,170720000.0,0.0006
1774.95,1772.15,1774.95,1768.98,103010000.0,0.0038
1767.17,1775.58,1777.08,1767.17,116550000.0,-0.0044
1771.01,1770.46,1776.24,1767.22,132410000.0,0.0022
1773.96,1774.3,1782.54,1773.22,175440000.0,0.0017000000000000001
1772.3,1773.9,1778.18,1769.47,132479999.99999999,-0.0009
1764.89,1774.25,1774.43,1764.89,94490000.0,-0.0042
1765.34,1764.39,1767.4,1762.43,112370000.0,0.0003
1765.87,1766.42,1769.46,1761.11,412520000.0,0.0003
1763.11,1764.57,1765.88,1759.73,130490000.00000001,-0.0016
1776.95,1767.6,1776.95,1766.25,142490000.0,0.0078000000000000005
1787.95,1777.37,1790.23,1775.02,146280000.0,0.0062
1791.01,1787.49,1795.0,1783.08,136570000.0,0.0017000000000000001
1785.92,1789.68,1792.65,1785.92,138590000.0,-0.0028000000000000004
1785.57,1784.75,1789.02,1783.13,115980000.0,-0.0002
1788.89,1782.86,1790.64,1781.23,117790000.0,0.0019
1784.44,1789.7,1793.01,1784.31,155550000.0,-0.0025
1792.35,1789.33,1793.07,1786.92,148640000.0,0.0044
1790.01,1792.95,1795.01,1788.27,124800000.0,-0.0013
1791.31,1791.31,1796.75,1787.84,202140000.0,0.0007000000000000001
1788.9,1792.13,1793.39,1785.25,93350000.0,-0.0013
1780.71,1786.72,1787.7,1780.71,134890000.0,-0.0046
1775.57,1780.31,1782.09,1773.66,146470000.0,-0.0029
1777.43,1776.89,1778.68,1775.07,102620000.0,0.001
1779.45,1778.35,1780.06,1775.74,92310000.0,0.0011
1771.23,1787.19,1788.87,1770.78,121100000.0,-0.0046
1771.36,1772.18,1775.85,1770.53,79400000.0,0.0001
1763.67,1770.32,1772.59,1755.65,177460000.0,-0.0043
1768.67,1761.73,1768.67,1756.37,114570000.0,0.0028000000000000004
1762.08,1767.65,1768.3,1762.08,109720000.0,-0.0037
1768.16,1761.53,1768.16,1761.17,98170000.0,0.0034999999999999996
1770.53,1768.0,1770.53,1765.75,109970000.0,0.0013
1759.93,1768.07,1768.61,1759.46,90840000.0,-0.006
1757.13,1759.1,1760.44,1754.57,86360000.0,-0.0016
1755.03,1754.62,1758.27,1752.74,96940000.0,-0.0012
1757.24,1755.94,1757.24,1751.59,110770000.0,0.0013
1753.78,1759.01,1760.66,1752.59,137400000.0,-0.002
1755.0,1756.82,1757.24,1751.69,103440000.0,0.0007000000000000001
1755.19,1759.12,1759.52,1752.78,85870000.0,0.0001
1754.92,1758.14,1758.14,1752.57,110550000.0,-0.0002
1757.27,1753.74,1760.82,1753.74,106530000.0,0.0013
1755.63,1759.85,1759.85,1753.96,117690000.0,-0.0009
1759.16,1756.55,1759.16,1752.4,100970000.0,0.002
1761.99,1761.35,1761.99,1757.22,89490000.0,0.0016
1763.34,1766.0,1766.47,1761.16,88380000.0,0.0008
1766.0,1766.04,1766.7,1760.82,77190000.0,0.0015
1770.07,1765.97,1772.03,1765.84,107880000.0,0.0023
1767.08,1769.49,1772.3,1767.08,147230000.0,-0.0017000000000000001
1760.03,1767.9,1768.1,1760.03,149120000.0,-0.004
1765.13,1765.03,1769.52,1762.88,114830000.0,0.0029
1770.61,1768.38,1771.32,1767.8,81180000.0,0.0031
1771.9,1770.81,1772.59,1768.05,70090000.0,0.0007000000000000001
1774.53,1772.46,1774.53,1770.14,66989999.99999999,0.0015
1777.91,1775.52,1778.48,1771.9,78030000.0,0.0019
1781.65,1778.55,1782.63,1775.78,109740000.0,0.0021
1777.94,1777.3,1779.77,1775.99,80220000.0,-0.0021
1777.77,1776.94,1778.18,1773.64,65019999.99999999,-0.0001
1766.96,1774.88,1775.34,1766.96,91590000.0,-0.0060999999999999995
1771.08,1766.5,1772.56,1766.37,84120000.0,0.0023
1772.39,1772.87,1773.66,1768.76,74690000.0,0.0007000000000000001
1773.75,1772.89,1774.61,1771.6,76660000.0,0.0008
1776.31,1774.81,1776.31,1773.24,75420000.0,0.0014000000000000002
1776.22,1772.34,1776.22,1770.04,70280000.0,-0.0001
1771.62,1774.72,1775.8,1771.62,91010000.0,-0.0026
1774.22,1771.47,1775.8,1771.39,99270000.0,0.0015
1772.94,1775.35,1777.18,1770.95,101360000.0,-0.0007000000000000001
1775.5,1772.75,1775.76,1768.52,98740000.0,0.0014000000000000002
1769.17,1772.1,1773.69,1764.07,98290000.0,-0.0036
1769.49,1766.59,1771.85,1765.65,76610000.0,0.0002
1761.14,1766.87,1767.23,1756.92,104950000.0,-0.004699999999999999
1773.16,1758.59,1773.16,1757.89,134840000.0,0.0068000000000000005
1769.63,1785.69,1785.69,1766.05,128770000.00000001,-0.002
1772.48,1768.83,1772.62,1767.07,92870000.0,0.0016
1782.98,1775.06,1782.98,1772.57,133180000.0,0.0059
1779.9,1781.07,1782.81,1775.06,112440000.0,-0.0017000000000000001
1782.74,1780.27,1784.25,1778.27,102030000.0,0.0016
1789.86,1782.29,1789.86,1781.54,108310000.0,0.004
1786.07,1789.38,1793.22,1785.5,94780000.0,-0.0021
1781.37,1786.14,1788.47,1780.79,101270000.0,-0.0026
1786.33,1783.99,1786.33,1776.87,182230000.0,0.0028000000000000004
1783.66,1782.93,1787.01,1780.2,71280000.0,-0.0015
1776.66,1783.68,1783.68,1775.3,104920000.0,-0.0039000000000000003
1773.58,1777.03,1777.03,1770.44,137850000.0,-0.0017000000000000001
1771.04,1775.45,1776.31,1770.7,120500000.0,-0.0014000000000000002
1769.14,1771.39,1772.19,1768.16,146720000.0,-0.0011
1765.59,1768.55,1769.12,1761.21,149950000.0,-0.002
1764.24,1767.62,1768.19,1762.09,119060000.0,-0.0008
1758.06,1765.83,1767.18,1758.06,129850000.0,-0.0034999999999999996
1755.58,1760.25,1760.25,1753.0,131050000.00000001,-0.0014000000000000002
1754.78,1755.22,1758.15,1750.94,101460000.0,-0.0005
1759.67,1756.51,1759.78,1754.73,107020000.0,0.0028000000000000004
1761.84,1759.81,1762.71,1758.82,79430000.0,0.0012
1759.09,1760.56,1761.16,1757.61,79550000.0,-0.0016
1764.0,1758.02,1764.0,1758.02,92090000.0,0.0028000000000000004
1764.03,1763.65,1765.48,1762.26,77610000.0,0.0
1761.13,1760.69,1762.64,1758.54,77970000.0,-0.0016
1757.21,1761.12,1762.97,1752.9,115490000.0,-0.0022
1754.0,1760.32,1760.32,1751.2,110120000.0,-0.0018
1755.32,1756.0,1756.17,1751.62,89350000.0,0.0008
1754.37,1759.12,1759.31,1749.49,90400000.0,-0.0005
1748.99,1753.44,1755.43,1748.99,121120000.0,-0.0031
1743.99,1749.85,1750.59,1741.62,133130000.0,-0.0029
1740.65,1745.03,1745.41,1740.65,100020000.0,-0.0019
1741.47,1742.29,1744.86,1741.38,90170000.0,0.0005
1736.14,1742.44,1745.48,1736.1,103650000.0,-0.0031
1739.05,1737.03,1740.51,1733.67,91010000.0,0.0017000000000000001
1736.8,1740.21,1740.84,1734.93,112580000.0,-0.0013
1746.13,1741.34,1751.5,1739.89,154380000.0,0.0054
1748.35,1747.91,1750.85,1746.46,85850000.0,0.0013
1747.92,1747.4,1751.26,1742.6,173930000.0,-0.0002
1743.93,1747.79,1748.8,1742.35,97660000.0,-0.0023
1741.05,1743.94,1747.17,1739.8,86380000.0,-0.0017000000000000001
1740.93,1744.68,1744.79,1739.6,81640000.0,-0.0001
1742.29,1743.25,1745.41,1741.43,87270000.0,0.0008
1750.94,1742.69,1750.94,1742.44,111120000.0,0.005
1744.2,1746.88,1749.83,1744.09,94420000.0,-0.0038
1746.81,1743.73,1749.31,1742.32,110220000.0,0.0015
1742.28,1746.53,1748.94,1740.94,93710000.0,-0.0026
1737.49,1743.14,1746.72,1737.49,101430000.0,-0.0027
1733.61,1743.27,1744.61,1733.31,130600000.0,-0.0022
1722.99,1733.9,1736.4,1722.99,146080000.0,-0.0060999999999999995
1718.11,1723.04,1725.72,1716.97,149580000.0,-0.0028000000000000004
1721.66,1720.81,1725.69,1719.87,111010000.0,0.0021
1718.36,1723.77,1725.35,1717.45,109270000.0,-0.0019
1720.68,1718.83,1722.73,1716.45,109980000.0,0.0014000000000000002
1723.54,1724.59,1727.77,1721.36,135480000.0,0.0017000000000000001
1721.27,1723.42,1728.18,1720.59,77570000.0,-0.0013
1717.23,1720.05,1720.38,1713.26,168650000.0,-0.0023
1719.86,1718.37,1719.86,1712.97,95880000.0,0.0015
1714.42,1716.12,1716.79,1709.94,113570000.0,-0.0032
1720.38,1716.28,1720.57,1714.47,136500000.0,0.0034999999999999996
1717.86,1719.62,1727.62,1716.76,467430000.0,-0.0015
1713.13,1717.98,1717.99,1709.17,184360000.0,-0.0028000000000000004
1724.84,1708.48,1724.84,1708.48,133139999.99999999,0.0068000000000000005
1718.33,1720.73,1722.95,1715.1,176060000.0,-0.0038
1719.05,1721.71,1723.4,1718.47,181260000.0,0.0004
1721.25,1721.28,1724.59,1718.88,185290000.0,0.0013
1719.47,1720.93,1725.74,1718.3,131930000.0,-0.001
1729.57,1718.76,1729.57,1717.32,153870000.0,0.0059
1737.66,1728.84,1737.66,1725.95,175200000.0,0.004699999999999999
1759.0,1738.08,1759.75,1736.07,223850000.0,0.0123
1753.07,1757.06,1760.02,1745.65,294320000.0,-0.0034000000000000002
1751.64,1754.05,1755.2,1747.62,123160000.0,-0.0008
1736.95,1743.73,1744.39,1732.93,196030000.0,-0.0084
1746.63,1735.92,1751.95,1735.44,135780000.0,0.005600000000000001
1751.21,1750.59,1752.25,1744.21,142050000.0,0.0026
1760.24,1752.85,1760.24,1748.49,89820000.0,0.0052
1759.99,1758.51,1760.45,1753.25,100970000.0,-0.0001
1771.76,1760.71,1771.76,1760.69,103730000.0,0.0067
1779.1,1771.95,1781.84,1769.6,102170000.0,0.0040999999999999995
1796.81,1780.65,1796.81,1776.94,145430000.0,0.01
1782.7,1783.1,1783.48,1772.0,85030000.0,-0.0079
1792.79,1785.79,1795.87,1785.21,172970000.0,0.005699999999999999
1803.45,1795.56,1803.45,1795.56,166130000.0,0.0059
1817.97,1804.79,1817.97,1803.81,186350000.0,0.008100000000000001
1832.15,1819.74,1832.15,1813.03,182180000.0,0.0078000000000000005
1826.95,1837.26,1840.35,1823.52,185430000.0,-0.0028000000000000004
1822.92,1828.9,1830.63,1821.27,157950000.0,-0.0022
1816.88,1822.02,1823.31,1812.78,146660000.0,-0.0033
1822.67,1825.01,1825.81,1818.78,159970000.0,0.0032
1825.91,1825.24,1827.85,1824.56,130910000.0,0.0018
1826.03,1827.68,1827.68,1818.64,151670000.0,0.0001
1828.63,1824.55,1828.63,1821.54,135110000.0,0.0014000000000000002
1821.6,1831.24,1831.32,1821.21,179850000.0,-0.0038
1828.83,1823.39,1828.83,1821.68,153950000.0,0.004
1833.15,1835.21,1835.21,1825.86,118410000.0,0.0024
1838.04,1836.1,1838.04,1830.98,145430000.0,0.0027
1837.04,1838.12,1838.34,1834.49,119190000.0,-0.0005
1845.86,1836.55,1845.86,1836.44,166670000.0,0.0048
1853.92,1843.95,1853.92,1842.56,123880000.0,0.0044
1870.52,1855.09,1870.52,1855.09,144430000.0,0.009000000000000001
1868.58,1865.35,1872.7,1861.58,160390000.0,-0.001
1870.48,1875.34,1880.56,1863.43,212850000.0,0.001
1853.07,1847.85,1857.39,1842.06,173870000.0,-0.009300000000000001
1812.45,1814.43,1820.37,1795.85,334630000.0,-0.0219
1836.68,1827.11,1841.08,1825.8,213940000.0,0.0134
1839.44,1837.7,1842.65,1834.83,117050000.0,0.0015
1819.82,1806.81,1824.23,1806.25,164480000.0,-0.010700000000000001
1830.17,1825.43,1834.45,1824.89,134710000.0,0.005699999999999999
1833.02,1833.81,1835.17,1830.28,134760000.0,0.0016
1834.93,1835.65,1837.8,1829.71,95370000.0,0.001
1838.28,1840.73,1842.73,1837.99,60280000.0,0.0018
1857.32,1843.02,1858.23,1841.78,94710000.0,0.0104
1855.99,1855.38,1861.1,1852.96,118120000.0,-0.0007000000000000001
1858.17,1853.51,1860.43,1852.14,121200000.0,0.0012
1855.07,1854.25,1860.01,1854.03,96800000.0,-0.0017000000000000001
1861.5,1853.66,1864.95,1853.66,145330000.0,0.0034999999999999996
1860.08,1864.21,1867.98,1859.98,150000000.0,-0.0008
1871.46,1867.15,1872.35,1865.79,169210000.0,0.0060999999999999995
1856.2,1871.4,1872.02,1856.2,242490000.0,-0.008199999999999999
1860.86,1852.56,1862.81,1851.51,129820000.0,0.0025
1856.07,1857.81,1860.64,1854.25,143860000.0,-0.0026
1842.62,1853.75,1853.75,1840.04,131280000.0,-0.0072
1848.37,1848.18,1850.18,1845.76,155250000.0,0.0031
1837.9,1847.02,1848.85,1834.66,171960000.0,-0.005699999999999999
1839.62,1838.3,1846.67,1838.3,119200000.0,0.0009
1843.92,1842.1,1844.98,1840.18,97850000.0,0.0023
1861.22,1851.66,1861.23,1850.62,128190000.0,0.009399999999999999
1864.03,1855.08,1864.31,1853.97,93260000.0,0.0015
1857.06,1862.49,1863.67,1855.14,87680000.0,-0.0037
1845.27,1854.12,1854.12,1845.27,124080000.0,-0.0063
1846.39,1843.48,1851.75,1838.4,267709999.99999997,0.0006
1847.94,1846.92,1850.16,1845.45,80540000.0,0.0008
1856.39,1845.49,1856.39,1841.47,120040000.0,0.0046
1865.8,1859.53,1865.8,1856.84,145430000.0,0.0051
1876.87,1865.83,1876.87,1865.83,108290000.0,0.0059
1865.22,1860.58,1867.16,1857.26,120220000.0,-0.0062
1859.91,1860.88,1862.41,1852.55,85540000.0,-0.0028000000000000004
1862.45,1862.15,1867.11,1861.56,95700000.0,0.0014000000000000002
1857.87,1858.53,1861.25,1855.12,98900000.0,-0.0025
1856.35,1859.34,1860.56,1854.5,123710000.0,-0.0008
1863.46,1859.37,1866.35,1856.3,108060000.0,0.0038
1858.35,1863.06,1864.17,1857.44,71800000.0,-0.0027
1850.78,1853.5,1858.78,1849.08,80700000.0,-0.0040999999999999995
1815.94,1846.77,1851.74,1811.56,135780000.0,-0.018799999999999997
1836.13,1824.46,1838.81,1824.42,103330000.0,0.0111
1837.01,1839.05,1839.07,1826.32,89890000.0,0.0005
1849.71,1837.68,1850.01,1833.14,109440000.0,0.0069
1860.98,1847.53,1860.98,1846.78,135950000.0,0.0060999999999999995
1869.89,1863.3,1871.73,1863.3,141260000.0,0.0048
1873.62,1872.13,1873.62,1865.14,99900000.0,0.002
1868.47,1867.29,1871.13,1866.02,112500000.0,-0.0027
1878.76,1868.69,1878.76,1867.21,100150000.0,0.0055000000000000005
1880.49,1874.11,1885.12,1873.09,153840000.0,0.0009
1879.32,1883.99,1884.84,1873.11,102630000.0,-0.0006
1895.18,1888.83,1895.18,1883.65,173950000.0,0.0084
1887.75,1895.55,1896.03,1883.82,123820000.0,-0.0039000000000000003
1880.36,1890.46,1891.59,1878.37,83680000.0,-0.0039000000000000003
1865.34,1883.75,1885.32,1865.34,132710000.00000001,-0.008
1851.93,1863.48,1863.75,1850.28,112880000.0,-0.0072
1852.27,1856.19,1863.57,1846.54,119910000.0,0.0002
1863.47,1864.24,1866.88,1856.59,113820000.0,0.006
1870.37,1860.84,1873.39,1860.25,113050000.0,0.0037
1852.03,1859.46,1860.82,1842.56,160910000.0,-0.0098
1851.8,1848.63,1856.92,1847.1,142260000.0,-0.0001
1841.83,1851.24,1852.75,1841.83,147670000.0,-0.0054
1828.2,1842.56,1842.56,1821.79,131560000.0,-0.0074
1846.51,1819.95,1851.73,1819.28,185270000.0,0.01
1850.42,1814.45,1876.62,1797.14,414930000.0,0.0021
1848.2,1857.22,1860.59,1848.2,250870000.0,-0.0012
1858.26,1851.83,1862.35,1841.83,174580000.0,0.0054
1854.44,1864.78,1867.09,1854.44,201650000.0,-0.0021
1854.5,1858.62,1862.19,1853.57,191420000.0,0.0
1853.58,1858.31,1864.94,1851.68,200000000.0,-0.0005
1845.03,1854.61,1854.61,1844.07,159510000.0,-0.0046
1804.25,1843.4,1843.4,1804.25,232730000.0,-0.022099999999999998
1775.66,1808.32,1809.9,1768.18,278790000.0,-0.0158
1797.4,1792.8,1797.81,1785.12,222820000.0,0.012199999999999999
1775.84,1793.45,1793.54,1774.4,163540000.0,-0.012
1719.28,1759.56,1759.56,1709.51,368570000.0,-0.0318
1740.62,1731.65,1754.44,1725.16,757570000.0,0.0124
1756.38,1739.93,1760.46,1737.72,197070000.0,0.0091
1755.17,1761.61,1761.61,1745.75,196150000.0,-0.0007000000000000001
1755.14,1754.19,1756.77,1747.76,190150000.0,0.0
1777.13,1753.66,1778.47,1751.03,195290000.0,0.0125
1785.81,1779.97,1801.42,1778.23,204270000.0,0.0049
1778.32,1787.9,1789.2,1772.9,136090000.0,-0.0042
1775.8,1774.42,1788.16,1770.83,127260000.0,-0.0014000000000000002
1764.16,1774.85,1776.1,1764.16,133389999.99999999,-0.0066
1763.57,1761.56,1764.5,1755.38,127200000.0,-0.0003
1761.78,1750.91,1762.22,1745.45,300410000.0,-0.001
1743.43,1745.58,1748.67,1735.3,148920000.0,-0.0104
1715.36,1738.2,1739.25,1715.36,174790000.0,-0.0161
1709.75,1719.66,1728.69,1709.75,134150000.0,-0.0033
1692.32,1710.44,1710.71,1681.89,230010000.0,-0.0102
1694.15,1682.97,1699.95,1678.03,169630000.0,0.0011
1678.1,1707.02,1707.02,1678.1,137710000.0,-0.0095
