Date,Price,Open,High,Low,Vol.,Change %
2023-09-05,"1,454.83","1,462.58","1,462.58","1,452.48",112.48M,-0.54%
2023-09-04,"1,462.72","1,464.07","1,465.93","1,460.84",95.59M,-0.05%
2023-09-01,"1,463.43","1,461.91","1,463.43","1,454.67",163.16M,0.79%
2023-08-30,"1,451.94","1,456.23","1,462.80","1,451.94",323.18M,-0.17%
2023-08-29,"1,454.44","1,443.47","1,455.80","1,441.52",124.60M,0.72%
2023-08-28,"1,444.06","1,443.67","1,445.31","1,441.78",90.97M,-0.02%
2023-08-25,"1,444.41","1,444.21","1,445.93","1,438.51",110.37M,-0.02%
2023-08-24,"1,444.67","1,441.52","1,446.75","1,441.52",87.38M,0.32%
2023-08-23,"1,440.11","1,451.63","1,451.72","1,439.13",101.61M,-0.79%
2023-08-22,"1,451.53","1,450.87","1,456.40","1,449.19",99.70M,0.07%
2023-08-21,"1,450.57","1,446.69","1,451.68","1,445.10",121.97M,0.31%
2023-08-18,"1,446.09","1,449.23","1,449.23","1,442.26",127.83M,-0.13%
2023-08-17,"1,447.98","1,460.61","1,460.76","1,447.98",154.81M,-1.06%
2023-08-16,"1,463.51","1,459.03","1,464.27","1,458.37",120.69M,0.22%
2023-08-15,"1,460.28","1,456.86","1,463.29","1,456.27",84.62M,0.23%
2023-08-14,"1,457.00","1,457.19","1,457.43","1,452.15",83.40M,-0.01%
2023-08-11,"1,457.16","1,458.47","1,458.97","1,449.67",116.25M,-0.12%
2023-08-10,"1,458.93","1,460.36","1,460.70","1,453.37",140.20M,-0.21%
2023-08-09,"1,462.03","1,450.30","1,462.03","1,446.71",140.19M,0.76%
2023-08-08,"1,451.00","1,444.21","1,452.47","1,441.63",87.85M,0.36%
2023-08-07,"1,445.81","1,444.89","1,449.38","1,442.13",48.14M,0.04%
2023-08-04,"1,445.21","1,442.49","1,447.13","1,442.23",70.52M,0.23%
2023-08-03,"1,441.85","1,441.37","1,442.78","1,433.04",89.24M,-0.19%
2023-08-02,"1,444.56","1,449.45","1,450.28","1,441.85",91.59M,-0.46%
2023-08-01,"1,451.24","1,458.90","1,462.56","1,449.02",98.17M,-0.56%
2023-07-31,"1,459.43","1,451.07","1,464.70","1,451.07",164.87M,0.63%
2023-07-28,"1,450.35","1,448.21","1,454.24","1,446.46",101.85M,-0.06%
2023-07-27,"1,451.27","1,447.66","1,456.36","1,446.92",123.23M,0.14%
2023-07-26,"1,449.29","1,436.70","1,449.29","1,436.70",133.08M,0.87%
2023-07-25,"1,436.79","1,425.76","1,437.81","1,425.28",135.60M,0.85%
2023-07-24,"1,424.69","1,412.68","1,424.69","1,412.38",87.45M,0.79%
2023-07-21,"1,413.52","1,407.48","1,413.52","1,405.64",86.99M,0.49%
2023-07-20,"1,406.69","1,404.57","1,409.34","1,402.71",100.33M,0.26%
2023-07-18,"1,403.03","1,407.54","1,407.90","1,399.47",78.50M,-0.22%
2023-07-17,"1,406.10","1,411.77","1,412.09","1,403.12",92.63M,-0.42%
2023-07-14,"1,412.09","1,399.53","1,414.22","1,399.39",160.01M,1.14%
2023-07-13,"1,396.23","1,401.10","1,401.76","1,396.23",71.84M,-0.13%
2023-07-12,"1,398.06","1,390.27","1,400.05","1,389.94",81.19M,0.47%
2023-07-11,"1,391.46","1,386.09","1,391.46","1,384.84",105.06M,0.61%
2023-07-10,"1,383.06","1,377.56","1,386.94","1,377.56",77.58M,0.39%
2023-07-07,"1,377.67","1,382.20","1,385.74","1,377.67",85.67M,-0.60%
2023-07-06,"1,385.95","1,389.71","1,389.71","1,381.86",92.37M,-0.28%
2023-07-05,"1,389.90","1,392.38","1,395.82","1,389.90",68.30M,-0.19%
2023-07-04,"1,392.49","1,393.56","1,396.33","1,388.85",63.60M,-0.24%
2023-07-03,"1,395.89","1,379.39","1,397.37","1,379.31",70.75M,1.40%
2023-06-30,"1,376.68","1,388.52","1,391.48","1,370.15",172.51M,-0.84%
2023-06-28,"1,388.37","1,387.67","1,394.56","1,387.67",71.39M,0.12%
2023-06-27,"1,386.74","1,390.87","1,393.38","1,385.30",85.69M,-0.23%
2023-06-26,"1,389.88","1,391.55","1,394.30","1,388.41",79.12M,-0.07%
2023-06-23,"1,390.89","1,395.70","1,397.54","1,389.70",89.37M,-0.27%
2023-06-22,"1,394.67","1,392.12","1,402.44","1,391.76",116.53M,0.09%
2023-06-21,"1,393.45","1,385.73","1,395.85","1,383.88",118.22M,0.37%
2023-06-20,"1,388.33","1,387.24","1,388.75","1,383.86",96.57M,0.07%
2023-06-19,"1,387.33","1,383.89","1,390.50","1,379.83",75.45M,-0.09%
2023-06-16,"1,388.61","1,382.42","1,388.61","1,373.15",305.65M,0.50%
2023-06-15,"1,381.73","1,382.96","1,382.96","1,378.83",109.13M,-0.27%
2023-06-14,"1,385.42","1,381.70","1,386.79","1,381.49",134.35M,0.35%
2023-06-13,"1,380.61","1,387.69","1,387.79","1,378.15",139.29M,-0.44%
2023-06-12,"1,386.77","1,377.61","1,390.55","1,377.61",100.96M,0.78%
2023-06-09,"1,376.08","1,375.58","1,381.26","1,373.08",92.01M,0.10%
2023-06-08,"1,374.64","1,375.79","1,376.62","1,369.41",109.44M,-0.29%
2023-06-07,"1,378.65","1,382.00","1,383.55","1,371.74",118.41M,-0.33%
2023-06-06,"1,383.17","1,382.10","1,383.58","1,377.35",120.09M,0.14%
2023-06-02,"1,381.26","1,385.82","1,385.82","1,376.78",128.95M,-0.13%
2023-06-01,"1,383.01","1,383.30","1,386.41","1,378.58",139.96M,-0.30%
2023-05-31,"1,387.12","1,396.68","1,398.38","1,380.90",657.52M,-0.70%
2023-05-30,"1,396.91","1,406.04","1,406.04","1,396.91",152.27M,-0.57%
2023-05-29,"1,404.93","1,405.47","1,406.53","1,401.93",130.21M,0.14%
2023-05-26,"1,402.98","1,402.93","1,405.45","1,397.98",149.78M,0.04%
2023-05-25,"1,402.48","1,408.94","1,411.42","1,402.48",116.41M,-0.51%
2023-05-24,"1,409.62","1,411.36","1,414.66","1,406.27",122.16M,-0.14%
2023-05-23,"1,411.54","1,418.32","1,419.61","1,409.51",106.58M,-0.53%
2023-05-22,"1,419.00","1,423.62","1,425.66","1,416.20",116.27M,-0.67%
2023-05-19,"1,428.54","1,425.45","1,428.54","1,423.65",91.86M,0.04%
2023-05-18,"1,428.04","1,424.74","1,428.04","1,421.92",88.48M,0.26%
2023-05-17,"1,424.34","1,422.01","1,427.40","1,421.34",92.50M,0.06%
2023-05-16,"1,423.50","1,417.92","1,426.12","1,417.92",93.49M,0.43%
2023-05-15,"1,417.37","1,423.53","1,427.36","1,415.94",92.21M,-0.39%
2023-05-12,"1,422.92","1,426.48","1,429.92","1,422.92",153.29M,-0.16%
2023-05-11,"1,425.18","1,425.58","1,428.78","1,424.82",122.49M,-0.04%
2023-05-10,"1,425.68","1,433.11","1,433.68","1,424.53",90.41M,-0.49%
2023-05-09,"1,432.63","1,431.58","1,432.75","1,428.52",95.37M,-0.08%
2023-05-08,"1,433.74","1,432.30","1,438.33","1,430.86",79.48M,0.19%
2023-05-05,"1,431.04","1,423.61","1,431.23","1,421.78",83.06M,0.35%
2023-05-03,"1,425.99","1,423.90","1,425.99","1,415.47",108.56M,-0.01%
2023-05-02,"1,426.11","1,416.21","1,428.32","1,415.92",95.43M,0.72%
2023-04-28,"1,415.95","1,418.24","1,420.50","1,412.84",92.22M,-0.15%
2023-04-27,"1,418.05","1,416.44","1,418.17","1,413.46",87.78M,0.27%
2023-04-26,"1,414.25","1,421.97","1,422.48","1,412.75",108.17M,-0.77%
2023-04-25,"1,425.19","1,422.27","1,427.00","1,420.84",86.17M,0.22%
2023-04-20,"1,422.11","1,428.64","1,428.64","1,418.82",79.99M,-0.21%
2023-04-19,"1,425.07","1,431.57","1,431.57","1,423.05",97.05M,-0.51%
2023-04-18,"1,432.36","1,435.47","1,435.47","1,429.59",76.82M,-0.18%
2023-04-17,"1,434.90","1,434.79","1,436.04","1,429.43",87.63M,-0.02%
2023-04-14,"1,435.13","1,434.84","1,438.28","1,431.81",72.15M,0.06%
2023-04-13,"1,434.22","1,433.87","1,435.01","1,430.89",99.53M,-0.04%
2023-04-12,"1,434.74","1,437.02","1,437.08","1,429.00",92.39M,-0.08%
2023-04-11,"1,435.89","1,429.12","1,435.89","1,426.50",92.74M,0.54%
2023-04-10,"1,428.13","1,427.89","1,429.65","1,425.19",57.42M,0.08%
2023-04-07,"1,427.04","1,424.86","1,427.08","1,421.62",76.32M,0.15%
2023-04-06,"1,424.89","1,431.32","1,431.32","1,416.67",101.72M,-0.33%
2023-04-05,"1,429.55","1,429.29","1,430.20","1,425.71",54.64M,0.00%
2023-04-04,"1,429.61","1,432.24","1,432.83","1,426.63",99.19M,-0.26%
2023-04-03,"1,433.39","1,426.77","1,433.39","1,426.77",96.21M,0.76%
2023-03-31,"1,422.59","1,424.79","1,429.48","1,421.36",138.34M,-0.14%
2023-03-30,"1,424.61","1,417.81","1,425.37","1,415.10",105.76M,0.30%
2023-03-29,"1,420.35","1,407.48","1,422.69","1,407.48",98.99M,0.80%
2023-03-28,"1,409.09","1,401.60","1,409.23","1,398.42",89.16M,0.89%
2023-03-27,"1,396.60","1,400.95","1,404.65","1,396.60",109.24M,-0.22%
2023-03-24,"1,399.70","1,411.13","1,411.67","1,399.70",116.71M,-0.80%
2023-03-23,"1,410.98","1,406.97","1,410.98","1,403.55",106.37M,-0.08%
2023-03-22,"1,412.04","1,408.60","1,413.52","1,406.51",104.36M,0.39%
2023-03-21,"1,406.55","1,407.16","1,412.81","1,403.96",89.71M,0.34%
2023-03-20,"1,401.81","1,408.18","1,408.52","1,400.49",95.55M,-0.70%
2023-03-17,"1,411.73","1,397.28","1,416.92","1,397.23",281.59M,1.45%
2023-03-16,"1,391.60","1,400.82","1,403.93","1,391.04",123.80M,-0.88%
2023-03-15,"1,403.93","1,400.10","1,406.57","1,399.80",158.86M,0.72%
2023-03-14,"1,393.83","1,416.96","1,416.96","1,393.83",208.13M,-1.97%
2023-03-13,"1,421.83","1,419.42","1,423.66","1,409.93",130.37M,-0.79%
2023-03-10,"1,433.08","1,445.80","1,445.80","1,433.08",118.23M,-1.13%
2023-03-09,"1,449.53","1,454.82","1,455.12","1,448.45",112.44M,-0.35%
2023-03-08,"1,454.66","1,455.47","1,458.63","1,451.08",116.58M,-0.27%
2023-03-07,"1,458.67","1,453.97","1,461.42","1,452.64",114.29M,0.41%
2023-03-06,"1,452.68","1,458.77","1,460.98","1,452.12",97.34M,-0.06%
2023-03-03,"1,453.55","1,457.78","1,457.78","1,452.62",101.76M,-0.13%
2023-03-02,"1,455.49","1,451.34","1,457.02","1,447.06",103.78M,0.36%
2023-03-01,"1,450.20","1,454.38","1,454.38","1,444.39",137.11M,-0.27%
2023-02-28,"1,454.19","1,456.49","1,458.97","1,452.43",246.84M,-0.09%
2023-02-27,"1,455.50","1,456.04","1,458.18","1,447.55",173.14M,-0.09%
2023-02-24,"1,456.80","1,458.66","1,460.19","1,448.09",166.74M,-0.06%
2023-02-23,"1,457.65","1,464.58","1,467.63","1,456.30",138.27M,-0.43%
2023-02-22,"1,464.00","1,472.49","1,473.23","1,462.60",142.97M,-0.68%
2023-02-21,"1,474.01","1,474.11","1,477.36","1,471.85",94.23M,0.04%
2023-02-20,"1,473.46","1,474.25","1,477.48","1,471.07",160.27M,-0.23%
2023-02-17,"1,476.90","1,484.03","1,484.76","1,473.15",153.36M,-0.50%
2023-02-16,"1,484.26","1,487.84","1,494.54","1,483.54",128.06M,-0.26%
2023-02-15,"1,488.19","1,482.80","1,488.19","1,478.31",95.42M,0.28%
2023-02-14,"1,483.97","1,477.13","1,485.58","1,476.06",117.99M,0.60%
2023-02-13,"1,475.17","1,474.72","1,475.17","1,469.26",110.90M,0.04%
2023-02-10,"1,474.59","1,465.05","1,476.03","1,463.31",105.72M,0.68%
2023-02-09,"1,464.64","1,471.30","1,471.30","1,463.75",133.46M,-0.42%
2023-02-08,"1,470.75","1,476.39","1,479.95","1,469.01",143.19M,-0.38%
2023-02-07,"1,476.38","1,487.82","1,487.99","1,471.79",157.02M,-0.95%
2023-02-03,"1,490.47","1,490.56","1,493.34","1,485.25",123.56M,0.04%
2023-02-02,"1,489.80","1,488.82","1,493.21","1,485.90",190.42M,0.29%
2023-01-31,"1,485.50","1,493.79","1,493.89","1,485.50",227.21M,-0.93%
2023-01-30,"1,499.39","1,499.75","1,500.95","1,494.15",154.97M,0.12%
2023-01-27,"1,497.55","1,499.97","1,500.91","1,493.07",116.23M,-0.06%
2023-01-26,"1,498.39","1,497.41","1,498.39","1,494.03",94.84M,-0.07%
2023-01-25,"1,499.45","1,501.30","1,501.86","1,494.73",83.47M,-0.06%
2023-01-20,"1,500.33","1,496.88","1,500.33","1,495.80",106.94M,0.27%
2023-01-19,"1,496.22","1,494.80","1,501.71","1,493.42",132.63M,0.05%
2023-01-18,"1,495.50","1,495.31","1,496.63","1,491.05",112.49M,-0.26%
2023-01-17,"1,499.38","1,492.53","1,499.38","1,488.95",109.13M,0.39%
2023-01-16,"1,493.56","1,494.81","1,496.05","1,489.00",118.17M,-0.10%
2023-01-13,"1,495.03","1,488.05","1,495.03","1,488.05",120.95M,0.43%
2023-01-12,"1,488.66","1,488.57","1,491.35","1,486.15",147.71M,0.05%
2023-01-11,"1,487.87","1,487.04","1,489.00","1,484.21",130.15M,0.18%
2023-01-10,"1,485.13","1,490.40","1,491.22","1,480.37",148.94M,-0.56%
2023-01-09,"1,493.42","1,484.56","1,493.42","1,483.93",107.07M,0.87%
2023-01-06,"1,480.55","1,479.53","1,482.39","1,474.48",73.35M,-0.03%
2023-01-05,"1,480.93","1,472.46","1,481.01","1,471.91",114.43M,0.49%
2023-01-04,"1,473.67","1,472.85","1,476.14","1,470.59",99.24M,-0.02%
2023-01-03,"1,473.99","1,488.54","1,488.54","1,473.80",59.80M,-1.44%
2022-12-30,"1,495.49","1,491.93","1,503.33","1,479.13",242.92M,0.26%
2022-12-29,"1,491.63","1,476.27","1,491.63","1,472.54",107.61M,0.78%
2022-12-28,"1,480.11","1,473.55","1,480.11","1,461.18",134.74M,0.37%
2022-12-27,"1,474.69","1,474.39","1,477.43","1,468.15",114.39M,0.00%
2022-12-23,"1,474.68","1,469.16","1,474.87","1,460.57",48.29M,0.43%
2022-12-22,"1,468.35","1,463.79","1,468.35","1,462.41",67.39M,0.40%
2022-12-21,"1,462.55","1,467.01","1,469.42","1,458.82",92.17M,-0.33%
2022-12-20,"1,467.32","1,473.73","1,476.23","1,464.86",93.57M,-0.66%
2022-12-19,"1,477.09","1,476.72","1,477.41","1,471.57",103.22M,-0.10%
2022-12-16,"1,478.54","1,461.76","1,478.54","1,459.31",251.76M,0.78%
2022-12-15,"1,467.13","1,481.78","1,482.11","1,466.25",190.15M,-1.08%
2022-12-14,"1,483.17","1,471.89","1,483.17","1,471.64",203.19M,0.89%
2022-12-13,"1,470.12","1,476.53","1,477.29","1,469.47",139.79M,-0.29%
2022-12-12,"1,474.38","1,475.61","1,475.61","1,468.85",129.73M,-0.19%
2022-12-09,"1,477.19","1,467.90","1,477.42","1,466.76",166.54M,0.77%
2022-12-08,"1,465.93","1,467.37","1,469.12","1,461.78",166.06M,-0.06%
2022-12-07,"1,466.88","1,471.46","1,477.86","1,466.46",218.84M,-0.32%
2022-12-06,"1,471.55","1,468.99","1,473.52","1,467.13",225.29M,0.00%
2022-12-05,"1,471.56","1,482.08","1,482.08","1,470.33",163.27M,-0.69%
2022-12-02,"1,481.80","1,489.36","1,489.36","1,479.70",206.83M,-0.65%
2022-12-01,"1,491.51","1,490.80","1,497.24","1,487.34",266.13M,0.18%
2022-11-30,"1,488.80","1,476.22","1,489.78","1,464.81",597.87M,0.80%
2022-11-29,"1,476.96","1,483.77","1,486.68","1,467.26",297.99M,-0.64%
2022-11-25,"1,486.54","1,501.70","1,504.16","1,481.38",337.65M,-1.02%
2022-11-24,"1,501.88","1,450.68","1,502.11","1,450.68",457.07M,4.04%
2022-11-23,"1,443.50","1,431.90","1,443.50","1,431.61",172.54M,0.15%
2022-11-22,"1,441.29","1,446.72","1,451.31","1,435.02",242.61M,-0.46%
2022-11-21,"1,447.96","1,434.55","1,447.96","1,427.75",332.04M,-0.09%
2022-11-17,"1,449.32","1,446.56","1,449.32","1,441.57",234.93M,0.06%
2022-11-16,"1,448.38","1,447.50","1,448.38","1,440.59",220.51M,-0.15%
2022-11-15,"1,450.54","1,461.51","1,461.51","1,447.87",256.71M,-0.92%
2022-11-14,"1,464.00","1,468.99","1,468.99","1,459.05",248.45M,-0.29%
2022-11-11,"1,468.21","1,467.19","1,468.21","1,459.54",370.67M,1.27%
2022-11-10,"1,449.74","1,442.31","1,453.27","1,440.76",191.91M,0.25%
2022-11-09,"1,446.19","1,443.62","1,447.15","1,439.69",251.22M,0.34%
2022-11-08,"1,441.35","1,447.12","1,447.85","1,433.29",224.56M,-0.05%
2022-11-07,"1,442.12","1,441.18","1,442.66","1,435.39",174.97M,0.27%
2022-11-04,"1,438.28","1,425.52","1,438.28","1,422.08",215.62M,1.26%
2022-11-03,"1,420.38","1,448.32","1,448.32","1,420.38",312.94M,-2.15%
2022-11-02,"1,451.61","1,450.98","1,451.92","1,442.89",176.88M,0.39%
2022-11-01,"1,445.92","1,457.64","1,457.64","1,443.54",191.41M,-0.99%
2022-10-31,"1,460.38","1,450.94","1,468.41","1,450.94",349.21M,0.90%
2022-10-28,"1,447.31","1,454.54","1,456.47","1,442.04",232.51M,-0.47%
2022-10-27,"1,454.09","1,457.96","1,459.86","1,452.28",247.41M,-0.06%
2022-10-26,"1,454.98","1,447.57","1,454.98","1,447.41",252.57M,0.73%
2022-10-25,"1,444.41","1,449.14","1,454.06","1,441.19",205.56M,-0.14%
2022-10-21,"1,446.42","1,435.39","1,446.42","1,433.26",167.32M,0.61%
2022-10-20,"1,437.72","1,414.72","1,437.72","1,411.74",336.73M,1.60%
2022-10-19,"1,415.10","1,402.68","1,415.10","1,400.28",216.94M,1.05%
2022-10-18,"1,400.36","1,392.92","1,400.39","1,389.16",234.39M,1.02%
2022-10-17,"1,386.27","1,383.50","1,389.21","1,376.68",225.97M,0.27%
2022-10-14,"1,382.47","1,381.63","1,391.38","1,381.34",271.51M,0.66%
2022-10-13,"1,373.36","1,384.86","1,385.07","1,372.57",305.86M,-0.52%
2022-10-12,"1,380.57","1,388.28","1,391.47","1,376.54",208.60M,-0.45%
2022-10-11,"1,386.82","1,400.58","1,400.58","1,383.25",225.39M,-1.36%
2022-10-07,"1,406.00","1,421.79","1,421.90","1,405.18",78.28M,-1.02%
2022-10-06,"1,420.43","1,424.75","1,428.13","1,420.43",61.33M,-0.01%
2022-10-05,"1,420.55","1,413.67","1,424.65","1,413.67",202.93M,0.79%
2022-10-04,"1,409.36","1,403.76","1,411.55","1,402.90",171.97M,0.84%
2022-10-03,"1,397.62","1,393.70","1,401.82","1,384.82",205.50M,0.21%
2022-09-30,"1,394.63","1,395.29","1,402.23","1,390.41",283.73M,-0.21%
2022-09-29,"1,397.50","1,407.39","1,410.76","1,395.81",319.31M,-0.31%
2022-09-28,"1,401.89","1,407.32","1,409.13","1,400.41",317.19M,-0.64%
2022-09-27,"1,410.87","1,412.86","1,420.27","1,410.87",307.26M,-0.15%
2022-09-26,"1,413.04","1,423.83","1,423.83","1,411.48",269.20M,-0.84%
2022-09-23,"1,424.98","1,439.11","1,440.29","1,424.98",232.72M,-0.99%
2022-09-22,"1,439.16","1,444.87","1,448.51","1,435.76",232.74M,-0.55%
2022-09-21,"1,447.18","1,459.45","1,459.89","1,447.18",381.23M,-0.95%
2022-09-20,"1,461.10","1,454.42","1,465.58","1,454.42",260.24M,0.66%
2022-09-19,"1,451.52","1,459.51","1,460.91","1,446.04",304.70M,-1.08%
2022-09-15,"1,467.31","1,473.36","1,478.54","1,466.33",311.21M,-0.08%
2022-09-14,"1,468.44","1,475.24","1,480.55","1,468.44",174.11M,-1.30%
2022-09-13,"1,487.84","1,497.40","1,497.88","1,482.38",168.16M,-0.68%
2022-09-12,"1,497.96","1,497.66","1,501.87","1,496.05",139.78M,0.10%
2022-09-09,"1,496.53","1,495.75","1,498.32","1,493.15",121.61M,0.12%
2022-09-08,"1,494.73","1,490.87","1,497.66","1,486.98",163.49M,0.23%
2022-09-07,"1,491.35","1,485.92","1,492.19","1,483.29",162.62M,0.21%
2022-09-06,"1,488.27","1,492.58","1,497.00","1,488.27",163.01M,-0.10%
2022-09-05,"1,489.80","1,492.03","1,494.81","1,486.79",119.86M,-0.09%
2022-09-02,"1,491.18","1,493.12","1,498.61","1,489.23",158.42M,-0.05%
2022-09-01,"1,491.95","1,498.01","1,503.49","1,490.71",221.52M,-1.33%
2022-08-30,"1,512.05","1,500.78","1,512.05","1,496.80",380.09M,0.70%
2022-08-29,"1,501.57","1,486.52","1,506.55","1,481.79",171.24M,0.09%
2022-08-26,"1,500.29","1,496.38","1,507.49","1,495.68",175.72M,0.32%
2022-08-25,"1,495.49","1,470.37","1,495.49","1,470.37",202.21M,1.92%
2022-08-24,"1,467.26","1,484.10","1,487.97","1,464.83",152.86M,-1.03%
2022-08-23,"1,482.57","1,484.92","1,484.92","1,477.54",172.62M,-0.32%
2022-08-22,"1,487.37","1,501.61","1,502.07","1,486.37",169.38M,-1.13%
2022-08-19,"1,504.44","1,516.82","1,519.68","1,502.91",168.46M,-0.80%
2022-08-18,"1,516.62","1,516.78","1,522.52","1,514.67",235.37M,-0.10%
2022-08-17,"1,518.16","1,519.55","1,527.84","1,516.57",341.13M,-0.04%
2022-08-16,"1,518.78","1,504.09","1,518.78","1,503.86",470.90M,0.98%
2022-08-15,"1,504.01","1,506.42","1,510.11","1,503.02",316.95M,-0.14%
2022-08-12,"1,506.19","1,505.07","1,511.80","1,504.21",267.61M,0.04%
2022-08-11,"1,505.56","1,497.81","1,505.56","1,497.81",216.13M,0.89%
2022-08-10,"1,492.33","1,495.72","1,496.25","1,490.22",266.33M,-0.36%
2022-08-09,"1,497.68","1,498.52","1,501.03","1,495.00",102.72M,0.11%
2022-08-08,"1,496.03","1,501.58","1,501.58","1,490.41",122.17M,-0.37%
2022-08-05,"1,501.55","1,505.07","1,505.53","1,497.77",174.90M,-0.41%
2022-08-04,"1,507.71","1,491.66","1,507.71","1,491.66",190.42M,1.15%
2022-08-03,"1,490.57","1,488.58","1,490.57","1,483.01",149.07M,-0.30%
2022-08-02,"1,495.05","1,501.33","1,503.00","1,490.72",159.32M,-0.47%
2022-08-01,"1,502.07","1,492.67","1,503.83","1,490.69",118.04M,0.66%
2022-07-29,"1,492.23","1,491.17","1,497.53","1,488.07",196.95M,0.07%
2022-07-28,"1,491.20","1,472.39","1,491.20","1,472.39",193.90M,1.39%
2022-07-27,"1,470.71","1,464.13","1,470.96","1,460.97",131.41M,0.48%
2022-07-26,"1,463.69","1,466.49","1,466.49","1,459.12",129.77M,-0.38%
2022-07-25,"1,469.22","1,463.78","1,469.22","1,461.28",151.29M,0.23%
2022-07-22,"1,465.80","1,451.09","1,468.48","1,450.73",172.15M,1.07%
2022-07-21,"1,450.32","1,441.16","1,451.33","1,440.05",147.98M,0.93%
2022-07-20,"1,436.98","1,430.02","1,438.37","1,430.02",150.34M,0.58%
2022-07-19,"1,428.76","1,428.69","1,430.86","1,417.16",120.98M,-0.05%
2022-07-18,"1,429.54","1,420.89","1,429.54","1,416.71",164.06M,0.78%
2022-07-15,"1,418.44","1,420.06","1,420.06","1,415.46",115.31M,-0.11%
2022-07-14,"1,420.06","1,408.83","1,420.06","1,408.83",137.94M,0.62%
2022-07-13,"1,411.32","1,421.43","1,421.43","1,410.33",159.99M,-1.04%
2022-07-12,"1,426.08","1,426.19","1,426.19","1,418.50",180.41M,0.02%
2022-07-08,"1,425.79","1,421.26","1,427.20","1,420.63",127.60M,0.50%
2022-07-07,"1,418.69","1,421.04","1,425.85","1,418.69",177.87M,-0.15%
2022-07-06,"1,420.85","1,442.57","1,448.09","1,419.50",174.44M,-1.39%
2022-07-05,"1,440.81","1,441.87","1,444.67","1,435.58",143.10M,0.23%
2022-07-04,"1,437.52","1,449.50","1,449.50","1,437.52",121.11M,-0.84%
2022-07-01,"1,449.74","1,441.62","1,452.32","1,441.62",124.20M,0.38%
2022-06-30,"1,444.22","1,455.50","1,460.30","1,444.22",298.98M,-0.50%
2022-06-29,"1,451.48","1,450.45","1,459.86","1,445.23",252.63M,-0.22%
2022-06-28,"1,454.74","1,438.98","1,455.46","1,431.35",141.13M,1.16%
2022-06-27,"1,438.12","1,438.82","1,441.03","1,431.65",112.77M,0.10%
2022-06-24,"1,436.70","1,431.30","1,440.73","1,431.30",144.22M,0.39%
2022-06-23,"1,431.05","1,434.50","1,441.47","1,427.78",138.75M,0.00%
2022-06-22,"1,431.10","1,461.13","1,461.53","1,431.10",213.44M,-1.84%
2022-06-21,"1,457.88","1,443.30","1,457.88","1,443.26",220.81M,1.15%
2022-06-20,"1,441.24","1,454.40","1,454.40","1,437.23",135.25M,-1.06%
2022-06-17,"1,456.74","1,460.93","1,461.03","1,445.64",422.33M,-1.09%
2022-06-16,"1,472.77","1,469.10","1,476.02","1,461.94",238.65M,0.94%
2022-06-15,"1,459.05","1,480.88","1,480.96","1,453.19",228.05M,-1.50%
2022-06-14,"1,481.28","1,457.86","1,481.72","1,451.18",239.62M,1.12%
2022-06-13,"1,464.83","1,483.76","1,483.76","1,458.85",260.42M,-1.95%
2022-06-10,"1,493.95","1,505.68","1,505.68","1,493.32",201.28M,-1.04%
2022-06-09,"1,509.71","1,523.31","1,526.83","1,508.00",218.44M,-0.93%
2022-06-08,"1,523.86","1,525.90","1,532.72","1,523.86",184.38M,-0.14%
2022-06-07,"1,525.93","1,538.74","1,541.43","1,525.93",170.81M,-0.77%
2022-06-03,"1,537.83","1,551.24","1,551.67","1,537.51",155.52M,-0.78%
2022-06-02,"1,549.90","1,554.72","1,555.54","1,546.29",221.16M,-0.23%
2022-06-01,"1,553.41","1,563.40","1,563.89","1,552.22",276.24M,-1.06%
2022-05-31,"1,570.10","1,544.35","1,570.10","1,537.95",745.94M,1.75%
2022-05-30,"1,543.02","1,546.35","1,547.02","1,540.56",143.22M,-0.24%
2022-05-27,"1,546.76","1,540.70","1,546.76","1,531.56",171.41M,0.36%
2022-05-26,"1,541.15","1,539.72","1,541.75","1,535.89",175.47M,0.36%
2022-05-25,"1,535.56","1,531.77","1,538.82","1,531.22",145.39M,0.28%
2022-05-24,"1,531.30","1,547.84","1,547.84","1,531.30",185.46M,-0.73%
2022-05-23,"1,542.53","1,553.15","1,556.43","1,540.09",161.61M,-0.43%
2022-05-20,"1,549.12","1,552.38","1,558.51","1,549.12",180.83M,-0.02%
2022-05-19,"1,549.41","1,550.24","1,554.53","1,545.02",222.55M,-0.35%
2022-05-18,"1,554.91","1,554.15","1,558.89","1,547.47",208.48M,0.41%
2022-05-17,"1,548.60","1,555.68","1,558.11","1,548.02",247.76M,0.27%
2022-05-13,"1,544.41","1,545.98","1,551.33","1,541.15",261.77M,0.36%
2022-05-12,"1,538.80","1,556.94","1,559.71","1,538.80",207.03M,-1.10%
2022-05-11,"1,555.93","1,555.48","1,559.46","1,552.94",163.93M,0.09%
2022-05-10,"1,554.58","1,551.55","1,559.04","1,548.73",204.42M,0.35%
2022-05-09,"1,549.18","1,563.80","1,563.80","1,546.64",165.66M,-0.97%
2022-05-06,"1,564.34","1,574.15","1,578.54","1,563.93",240.64M,-1.18%
2022-05-05,"1,582.98","1,614.34","1,615.17","1,576.84",226.17M,-1.09%
2022-04-29,"1,600.43","1,602.02","1,605.02","1,595.78",154.25M,0.20%
2022-04-28,"1,597.31","1,593.62","1,600.60","1,590.17",185.35M,0.71%
